weapon,distance,direction,zcr,rms,spectral_centroid,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,dataset
ak,50m,right,0.15860160739942528,0.06384657,2640.5163936652543,-194.42525,73.37673,-40.470833,8.397257,0.92608154,20.568178,13.489355,8.742901,2.507263,3.9482653,-6.6767583,1.8501706,-4.2213287,gun_sound_train
qbu,0m,center,0.09116828304597702,0.08440483,2156.789651135685,-179.93239,108.05167,-2.7326233,8.280822,-5.6706724,7.7531466,-1.0601526,6.0314345,0.1681,4.303742,0.752033,5.4417434,0.4470425,gun_sound_train
slr,0m,center,0.11087351831896551,0.043755423,2497.96057018338,-229.79477,92.255936,-3.884384,16.734142,-0.09495896,13.013264,1.3691225,8.346984,-0.9377428,5.777945,-0.45691684,2.0119064,-1.6496192,gun_sound_train
ump,0m,center,0.010046246408045977,0.008946185,1135.4824672652492,-516.27405,115.40425,13.433967,20.446997,-4.873739,14.813144,-5.0065346,12.273014,0.4916576,11.241763,3.3102856,9.139745,2.7345088,gun_sound_train
awm,0m,center,0.07314116379310345,0.04984506,2373.9997749405325,-274.77615,91.77414,1.3410213,18.97426,-6.1535454,11.73069,-2.9836307,8.352423,-1.2803655,5.130865,1.2747191,4.175655,1.9309697,gun_sound_train
ak,50m,front,0.10902141702586207,0.08797487,1955.6092263689043,-240.18665,76.50568,-5.5344915,12.542656,-6.2864027,10.660495,3.2801275,4.4794617,1.9762133,3.1202796,0.7201199,1.9902107,-0.003535161,gun_sound_train
p1911,0m,center,0.06766343390804598,0.039832197,1592.6701771851933,-368.059,88.6573,20.40947,14.66292,-1.1744472,2.3308878,-2.888398,-1.932724,-3.0077553,-0.98038596,-1.0424286,-0.022309598,-0.85945815,gun_sound_train
slr,0m,center,0.09694347162356322,0.07442936,2112.403211770928,-255.68274,79.25753,14.928749,16.527735,5.2989135,14.06899,2.918424,8.023797,0.67798114,4.825664,1.3642789,5.520327,1.5254234,gun_sound_train
awm,0m,center,0.05241446659482758,0.04094166,2064.0033831132982,-338.5275,84.42881,13.778421,12.899331,6.0633698,9.2060795,4.762879,7.4751287,4.0135837,6.160884,3.3443894,4.5555296,2.7455633,gun_sound_train
r45,0m,center,0.07441518498563218,0.053151526,2281.4639363926835,-251.81241,95.03389,3.1833506,12.11329,-4.0759234,10.091755,-2.7362137,7.906837,0.06676557,5.609334,1.3598137,4.50803,1.5294602,gun_sound_train
m4,100m,back,0.13889637212643677,0.10185817,2240.6010962663595,-165.49577,77.88248,-9.697931,17.765709,-6.681559,5.0810094,1.5780938,3.1282644,-1.1621165,5.445223,-0.9129865,4.356544,-2.2014794,gun_sound_train
sks,0m,center,0.06638941271551724,0.052137185,2285.471781911368,-257.79443,83.9923,5.4558425,22.605732,-3.1577451,13.02726,-2.9116645,9.584859,0.47716382,6.680958,2.0321128,6.7909327,3.7935495,gun_sound_train
gro,0m,center,0.07265849497126436,0.04007723,1640.3261214496877,-354.5865,81.28205,12.881043,17.787043,7.149984,12.09546,5.7750807,7.642913,3.022752,6.8487024,4.530689,6.1715994,3.9534695,gun_sound_train
tomy,0m,center,0.05064093929597701,0.008676598,1087.0712733164337,-516.2377,90.81347,41.916103,6.779179,-4.347625,-2.2520514,-2.7372584,-5.1501412,-5.1754727,-2.4606545,-1.0376508,-1.3742158,-1.9805712,gun_sound_train
ak,400m,front,0.10789331896551724,0.009681486,1490.4204505970638,-396.59286,181.88498,-68.829414,2.3319824,-18.291246,-3.7880747,-6.899429,-2.7266033,-4.5244665,0.4875518,-5.125616,-6.8518457,-5.6519523,gun_sound_train
p90,0m,center,0.07787805316091954,0.017750772,2095.4453255590015,-382.7766,95.24552,6.918028,21.040367,9.635883,16.628418,7.6266975,9.197793,5.4452033,6.7884064,4.802808,7.4586496,2.0033135,gun_sound_train
mini,0m,center,0.07657035739942529,0.03564721,1561.1724575233936,-361.49707,105.01009,22.017553,1.9751137,-8.378826,1.0749676,-1.5532227,-0.76445824,-5.1826363,-2.647052,-3.9374678,-1.9214953,-2.5630593,gun_sound_train
ak,400m,right,0.13320536997126436,0.023215475,2077.170465391131,-259.84668,121.575,-46.33609,24.350079,-11.090692,7.9321527,5.272781,5.6917615,-4.7206492,3.8344538,-4.3052974,-4.1329713,-5.718691,gun_sound_train
m4,100m,back,0.1279801993534483,0.06373308,2190.986333449673,-250.82794,67.025894,-5.0489473,17.487022,-6.0593605,4.4964967,-0.31041467,3.0678012,-3.5676968,2.0671802,-2.662194,3.5216064,0.69083613,gun_sound_train
ak,50m,front,0.11244499820402298,0.08765896,2114.457606504286,-163.57278,103.895004,-21.655594,16.680004,2.8343854,12.839031,2.6354408,6.4135985,1.6538454,1.9799333,-1.5884222,-1.629459,-2.8271375,gun_sound_train
m4,0m,center,0.045337194683908046,0.042646397,1280.5961649504468,-348.95,109.32177,7.6441164,4.043548,4.8397117,9.845655,-1.4646127,1.5679377,3.6099088,4.8069706,1.4279015,5.467432,2.77934,gun_sound_train
m24,100m,left,0.053149694683908046,0.0006531902,1173.6908188845148,-624.9464,164.40579,-7.9526997,22.90653,-9.344029,5.043249,-9.009422,-3.3078828,-9.751231,0.623634,-5.1510296,2.7633452,-4.033731,gun_sound_train
m4,100m,back,0.12741895653735633,0.047216114,1858.9097438345752,-324.27808,99.56867,-11.991669,-10.081117,-6.1370316,7.7143407,0.8237271,-1.2239528,-1.6812252,4.12203,1.4372828,2.1914625,-0.32048494,gun_sound_train
m4,400m,right,0.11975237966954023,0.0079342155,1622.5722009383524,-403.1837,159.87552,-82.58149,2.7424672,-17.818787,3.5843506,3.8432825,-1.8043162,-4.884995,0.924397,-5.8977294,-5.985943,-0.750042,gun_sound_train
m24,600m,front,0.051830774066091954,0.0007711972,1106.4154765649248,-615.387,172.66536,-9.644782,17.3228,-13.043562,4.2301145,-7.8408475,0.4251346,-6.111319,3.2288537,-5.272159,2.0858943,-6.227866,gun_sound_train
aug,0m,center,0.07620554956896551,0.051998403,1642.7731121111515,-388.06992,68.980835,31.274742,9.164528,-3.4992614,-0.93026245,-1.3876972,0.12464016,-2.055058,-0.020612776,-0.24609649,-0.045030672,-2.6422524,gun_sound_train
m24,600m,front,0.07554889547413793,0.00078280777,1268.4119771452897,-593.13116,172.5228,-37.393185,1.3237015,-4.994711,12.229865,-4.1247706,-2.5802414,-8.913556,3.0992155,-4.3345118,0.34675717,-4.072808,gun_sound_train
sks,0m,center,0.07447692169540229,0.019841917,1543.619012716963,-465.4755,84.76188,27.835638,3.156572,-5.6469984,0.25925177,-3.1616938,-3.5496752,-3.2055476,0.66710204,0.6472324,0.9653936,-0.44485486,gun_sound_train
ak,400m,left,0.19236036278735633,0.03274942,2703.24708610962,-241.90733,79.044716,-47.020023,13.434407,-13.11404,8.832217,5.883695,3.5916412,-2.8852057,3.3490245,-4.9748507,-3.6086395,-2.9431741,gun_sound_train
m24,50m,front,0.08714978448275862,0.0063531534,1602.694105710145,-508.75153,124.80247,-4.9487786,6.924273,2.5488853,-0.90539217,-1.1775666,-1.4807204,-1.2949109,-0.40712273,-3.7736466,0.10914289,-2.822102,gun_sound_train
qbz,0m,center,0.08653802981321838,0.09532919,1968.1193232550365,-249.31784,85.262375,19.679585,10.701445,-0.11728529,7.675765,0.40018046,4.3368697,0.51072556,7.2307096,2.7348936,5.2931223,2.247577,gun_sound_train
m24,600m,right,0.033478133979885055,0.0034333433,685.1315616101809,-551.06415,218.81018,-2.7572107,13.058484,-7.5111237,6.8964977,-2.7371988,2.7475533,-2.861105,2.6149569,-3.5943842,-1.9091555,-6.6954207,gun_sound_train
m4,600m,back,0.08319863505747127,0.0053519546,1672.3186469114175,-493.91837,131.46101,10.601517,0.2614178,-2.4896178,1.2251594,-1.8841753,-1.0160486,-3.9590013,2.0059092,-1.7297028,-0.18155782,-2.8900201,gun_sound_train
m24,400m,left,0.035083288433908046,0.003679479,699.4185765973194,-541.7798,221.22928,-4.2098227,11.016592,-8.597274,5.7994747,-3.1355283,4.6321087,-1.058388,4.3306885,-2.168247,-0.54723144,-6.3215513,gun_sound_train
nogun,0m,center,0.01038299209770115,0.010832025,1248.90670502397,-488.883,104.82686,8.108529,25.421246,-5.7441077,17.288431,-5.5558043,12.768096,-1.0778037,10.647372,2.4573512,10.335461,3.7567089,gun_sound_train
ak,400m,front,0.12363617995689655,0.016605007,2211.1402006114704,-409.98923,93.68136,-11.982962,20.07728,-5.990976,1.4321281,-1.4512683,-3.3504744,-1.1215395,6.8856807,-4.664684,-1.5741205,-2.4231894,gun_sound_train
mk,0m,center,0.011056483477011493,0.01298265,1346.9019588064073,-451.5577,107.210464,6.2983713,22.23563,-2.0632002,14.372991,-2.2925956,11.633706,-0.45316508,9.227236,2.0863566,9.397861,2.6884828,gun_sound_train
ak,200m,left,0.15589080459770116,0.029791482,2247.3596673785532,-244.3952,107.097466,-74.59043,2.7582896,-18.365906,17.632502,7.3526855,0.7496217,-7.2858033,-2.2703767,-12.747848,-7.5533476,-5.1198697,gun_sound_train
m4,200m,front,0.1457098599137931,0.0396122,2131.623700108481,-266.50452,102.022675,-36.192257,-10.299932,-14.637224,5.470504,-5.6341352,0.14671052,-1.7618506,1.395567,-1.4936273,2.3009553,-3.7162244,gun_sound_train
ak,100m,front,0.18964394755747127,0.037900742,2578.4057578016564,-196.48361,86.463715,-72.23169,23.697157,-19.040268,6.3789096,-5.0392857,2.0424151,0.5010614,5.8851614,-3.71192,1.1422148,-2.4645429,gun_sound_train
ak,400m,back,0.13426050646551724,0.016302314,2112.4145392107057,-325.4984,128.25697,-31.155212,3.1484756,-7.9210386,5.4062867,2.77129,1.5207732,-3.1179483,3.4667714,-5.7844043,-2.5686734,-1.6267388,gun_sound_train
r45,0m,center,0.07928116020114942,0.04946733,2246.652701051292,-241.003,97.76975,-3.3516145,16.616411,-0.91043216,8.832178,-1.8519831,7.0189447,-0.9247789,5.35703,0.65596503,4.7306166,2.2033753,gun_sound_train
tomy,0m,center,0.0600305316091954,0.018146615,1382.0380491498847,-480.42218,55.41024,30.68984,12.553621,0.2311491,-2.179893,-4.2830677,-4.5810156,-5.3316836,-4.5653777,-3.2640922,-1.1484973,-0.99944323,gun_sound_train
ak,600m,front,0.09366020114942529,0.0044798963,1778.6849661732574,-494.7235,124.903656,4.9889975,13.547676,0.31841508,3.153418,-1.2249105,2.0066338,-1.2688264,4.034696,-0.6836233,0.5903436,-2.4943542,gun_sound_train
r1895,0m,center,0.08555024245689655,0.0756249,2201.498667861218,-179.04793,98.030365,-7.0659595,17.790606,-1.2649428,9.420157,-2.0883157,7.3243732,2.3451934,5.328789,1.5923842,2.8091888,-0.26206636,gun_sound_train
m4,50m,left,0.11953349497126436,0.02193341,2315.9083435747316,-418.0431,84.72407,11.904078,-1.2194533,-6.554595,3.9531672,1.7175575,3.4918892,-3.8273013,-2.4314468,-2.9678679,-0.33070552,-1.4168355,gun_sound_train
kar,0m,center,0.11131690014367816,0.025917985,2146.5077928965134,-341.117,90.454094,22.801702,12.595622,4.2658978,4.5674214,-2.0388327,0.59913456,-0.6444245,2.2574487,-2.5577629,0.064981654,-2.7636578,gun_sound_train
ak,50m,back,0.1384137033045977,0.061840117,2177.3394067041095,-199.7991,100.39075,-44.669907,3.106721,-2.458811,9.167425,8.759142,6.313809,2.342007,6.728758,-1.0269018,3.625803,0.85929215,gun_sound_train
ak,100m,left,0.17068516522988506,0.032802384,2537.479772136522,-218.03314,78.36217,-74.34535,10.245825,-18.935453,28.460236,6.223258,8.477339,-9.951289,-2.5913742,-10.96735,-7.43997,-5.193393,gun_sound_train
awm,0m,center,0.06826396372126436,0.0408515,2365.5651222487854,-295.54868,87.045105,9.165968,20.29407,2.5375242,14.549868,3.510094,11.513495,2.2239718,7.871481,2.484189,4.8239574,2.1130636,gun_sound_train
m4,200m,right,0.14865077227011494,0.030440144,2132.2439278395364,-293.64694,105.35676,-48.332462,-13.000095,-9.959096,7.0769906,3.7238507,3.1658669,-7.1919746,2.4857473,-2.889383,-2.0242321,-1.4575412,gun_sound_train
k2,0m,center,0.08685232579022989,0.051443487,1821.713958143276,-397.10178,85.17585,28.647549,4.780875,-2.5633144,2.1612575,-2.5628679,-1.5146065,-1.9257644,0.68148357,-1.3310332,-0.14185974,-2.370224,gun_sound_train
slr,0m,center,0.10395339439655173,0.0603341,2620.5480685580847,-240.87057,81.58971,4.1447625,18.368095,-2.9237742,12.403505,-3.560938,8.562701,-1.1064093,4.1776824,-0.45977598,3.9020555,0.043259166,gun_sound_train
ak,50m,back,0.13854278915229884,0.081403226,2389.139934516555,-142.62689,90.22456,-44.498272,8.964646,-0.35889527,11.509292,10.762235,7.9481153,1.2371683,8.6838875,-3.0928648,4.388979,-0.9496295,gun_sound_train
m4,100m,back,0.1260888110632184,0.05763618,1976.1029737090482,-288.07727,76.21191,3.6029105,8.999813,-9.091074,2.6381044,3.1579406,2.9341083,-1.6141666,2.5327928,-1.0503266,3.4022143,-1.8503164,gun_sound_train
m24,100m,right,0.06979054418103449,0.014023036,1621.632987363589,-449.60147,71.08225,22.472,0.6988887,-4.968525,1.133414,2.9819448,1.7469219,-1.6056079,-1.2072747,-0.105298325,0.75445384,-1.1291404,gun_sound_train
ak,100m,right,0.16175579202586207,0.045135926,2536.570840401114,-227.43507,69.54822,-36.49403,10.703121,-13.791656,20.978134,5.324093,7.845012,-6.1332445,-0.68122953,-8.470981,-4.7357397,-5.799861,gun_sound_train
m4,50m,left,0.09154431573275862,0.019891452,1559.110868134325,-436.9005,84.8674,15.475083,-9.501557,-10.415216,4.6213455,1.5468922,-2.8197536,-4.962213,-0.89549166,-1.1429391,-0.058608342,-0.0790175,gun_sound_train
qbu,0m,center,0.06523325251436782,0.087141216,2146.0681356453674,-249.83484,86.22596,9.455941,13.072887,1.6783841,6.8520074,1.4571048,4.79738,2.5550337,4.3394322,1.8047401,4.9521894,2.211838,gun_sound_train
ak,600m,left,0.11137302442528736,0.006911457,2070.737339608488,-478.3611,86.854546,21.99144,2.741843,-4.6420827,4.5435295,0.016994132,-0.95008624,-3.1433911,-1.9763188,-2.4403756,-1.1299865,-0.98103374,gun_sound_train
m24,100m,right,0.052891522988505746,0.0007472274,1113.326143139365,-615.7492,172.34995,-9.803925,17.533056,-12.071135,3.815065,-8.1373625,0.27770108,-4.857004,4.7358418,-2.9388697,2.798858,-5.695485,gun_sound_train
ak,600m,left,0.053037446120689655,0.00061998627,1212.5735555951924,-626.4609,162.72629,-10.546133,20.175304,-10.391823,5.8292093,-6.693883,-0.16317676,-7.4092884,1.1263983,-5.283744,2.8986378,-5.525964,gun_sound_train
m24,200m,front,0.0427105783045977,0.007083086,975.4448018162803,-529.46326,139.26048,35.33967,7.5005536,7.5884633,3.9658651,0.7023245,1.0922897,1.5432217,0.6283638,-1.0975852,-2.5463216,-4.396023,gun_sound_train
p92,0m,center,0.1191967492816092,0.115992665,2661.3038358154417,-179.50687,75.42449,13.813486,12.185737,4.113952,7.979777,2.6259167,4.870787,1.0218794,3.8452995,2.4259675,4.9924216,0.0749324,gun_sound_train
ak,50m,back,0.13006802262931033,0.10059761,2389.602383231873,-118.73595,86.43985,-27.222235,9.278029,-1.781055,12.604186,9.292463,7.6746244,0.90848184,6.867589,-3.8117206,4.2828913,-1.5800378,gun_sound_train
m24,600m,front,0.05298693426724138,0.00073922495,1112.7255714301457,-616.2283,172.25523,-8.840762,17.608519,-12.198493,3.5153546,-8.3163805,-0.24823853,-5.8024416,5.175223,-2.6511948,2.4714673,-6.1571774,gun_sound_train
p90,0m,center,0.06807314116379311,0.019333268,2460.9518386360032,-276.14008,84.73546,-6.252441,19.867216,8.208768,11.0651045,5.1463823,9.5016365,4.228663,11.318358,4.698083,5.7667694,2.3410544,gun_sound_train
p1911,0m,center,0.12044270833333333,0.09196096,2416.3987426231824,-251.93779,66.934654,25.746254,10.988377,-0.3562354,5.1874104,0.16475394,-0.6699037,-3.6411228,0.52008,-0.028062744,0.435544,-1.958061,gun_sound_train
nogun,0m,center,0.12559491738505746,0.015057972,2219.7811414053626,-298.86243,116.45848,-6.1280193,30.015623,-2.6743274,12.796752,-5.357758,4.142359,-4.8461103,3.2173903,-3.868642,1.4402771,-4.923309,gun_sound_train
m16,0m,center,0.04090337643678161,0.03303838,1152.9730158551342,-337.86404,169.23155,19.000103,-1.6946969,-0.44541743,3.274713,6.0034795,8.418404,1.8547165,-0.7815526,-2.7695365,0.98453295,-0.987323,gun_sound_train
g36c,0m,center,0.11431954920977011,0.102313116,2510.9013923318157,-136.96265,92.564445,-7.968783,13.608825,-3.732876,11.755117,-0.33513206,13.641906,-1.5197713,9.268112,-4.3605986,6.0410676,-2.6292412,gun_sound_train
m4,400m,front,0.11474609375,0.02151107,1731.1399871661893,-376.0912,101.5699,7.9195957,-6.8905563,-17.038773,0.9272026,-5.560528,-3.4427075,-1.6748941,0.507351,-0.4365146,1.6077986,-0.36812887,gun_sound_train
nogun,0m,center,0.011415678879310345,0.012150755,1369.8588940500608,-466.33966,102.25884,13.41396,25.361359,-5.1786876,15.2343,-5.233773,12.846679,-1.966415,9.511035,0.6387876,9.35219,2.0262244,gun_sound_train
m24,100m,left,0.05327316810344827,0.0005660776,1248.3646593953843,-631.63,158.6106,-11.460929,22.207088,-7.8656077,6.5707707,-7.5290523,-1.7174555,-9.867073,-0.70520175,-6.3954363,2.1376238,-4.781452,gun_sound_train
m4,200m,front,0.09903129489942529,0.029411288,1533.1998281700744,-328.75314,117.49945,-22.698689,3.041493,-9.848907,-1.1415647,0.8362633,-2.1438746,1.1332077,2.1259708,-1.419387,-0.030622005,-2.0257585,gun_sound_train
slr,0m,center,0.1128771551724138,0.051588126,2513.1871933611874,-223.35999,90.93067,-3.4419584,16.160143,-0.26150823,12.347151,-0.06145935,7.208774,-2.2705374,4.58674,-0.2362346,2.9468699,-0.30745724,gun_sound_train
ak,50m,front,0.11979727909482758,0.040808816,2004.4590959562863,-260.35495,111.47984,-36.678867,19.323112,2.1567483,11.55044,0.58814013,6.60787,2.1919556,-0.82152814,-3.5406477,0.3147053,-3.52395,gun_sound_train
p90,0m,center,0.05163433908045977,0.018160531,2156.983892676033,-319.4191,93.796906,-5.339916,20.148376,3.9964297,13.512022,1.4210804,11.124863,2.3226128,8.3234215,1.8094546,5.6582227,0.16249214,gun_sound_train
ak,50m,front,0.12484285201149425,0.08761814,2237.836676740951,-213.30144,74.98887,-14.243775,26.394108,-3.0336764,12.6657295,1.4960133,3.8270278,2.2534728,3.1941824,-1.4189988,1.4849519,-0.49463806,gun_sound_train
m4,100m,front,0.0,0.0,0.0,-1131.3707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,gun_sound_train
m4,600m,back,0.062079067887931036,0.01712311,1352.3462813803176,-463.0598,56.341724,29.983887,10.583463,-4.6640368,-4.583441,-4.1628957,-1.7095002,-1.296614,0.8654312,1.2053758,1.1440461,-1.262896,gun_sound_train
m4,50m,right,0.10843211206896551,0.02985777,1879.4206449119883,-373.29892,53.50276,13.805681,14.700773,-3.5268734,3.286112,-0.16515468,3.4243095,-3.1521568,2.8619328,-2.1074102,0.002563652,-2.842787,gun_sound_train
ak,200m,back,0.11302307830459771,0.033324815,1789.4960932710396,-324.07123,105.27046,-27.412745,-1.1990267,-11.838301,4.074225,-2.001444,-2.1390984,-3.653105,-1.8049093,-4.0512357,-2.5306,-4.3893204,gun_sound_train
qbz,0m,center,0.052150682471264365,0.05388508,1837.596823125134,-339.29404,89.46449,15.03454,14.736313,-0.24907893,7.508844,0.02895913,5.602497,1.5546588,5.8544436,4.460506,5.1700926,3.4138353,gun_sound_train
m4,600m,right,0.053581851652298854,0.0007421794,1110.6866124441601,-616.6187,172.41385,-9.767259,18.537106,-11.962586,4.228073,-8.450785,-0.06094173,-5.58377,4.129645,-2.9210434,3.0675764,-5.799812,gun_sound_train
ak,200m,left,0.15046919899425287,0.031901438,2158.2786389985868,-252.7095,106.57146,-63.769676,-0.76079524,-9.246938,17.68904,10.980716,2.5661824,-6.4414225,-4.536641,-10.310648,-7.72679,-4.5625243,gun_sound_train
p18c,0m,center,0.06796650502873564,0.11130042,2057.93379111576,-236.95764,84.76485,13.608336,11.407127,2.2331157,9.205059,2.657899,8.67305,3.989838,5.7176933,3.4243357,5.2123213,3.0953748,gun_sound_train
ak,600m,left,0.13645496587643677,0.0041894987,2529.227862350175,-458.39246,93.56202,-3.1423576,14.04988,-4.8311443,6.9460015,-0.8554669,1.5994664,-2.6446137,1.612027,-1.4407842,2.3471897,-1.8121519,gun_sound_train
ak,100m,front,0.18329067887931033,0.06277901,2500.4081450696317,-119.78825,92.56257,-69.89823,24.849306,-16.69403,6.088564,-5.5193925,6.3924456,5.680308,7.417745,-5.370743,-0.7091374,-6.5293093,gun_sound_train
ak,600m,back,0.05286907327586207,0.0011177158,1112.8101218698698,-609.9788,173.96004,-8.954862,16.284819,-10.065312,3.5929906,-7.480102,-3.1972136,-7.2071314,0.5437722,-3.9232519,2.0298185,-4.080765,gun_sound_train
uzi,0m,center,0.06271327227011494,0.04119385,1690.5709239631785,-363.14896,89.56913,19.698877,9.989759,2.6479628,7.2243414,3.1472936,4.4517374,3.2089813,6.2750664,4.0339437,6.626853,4.063452,gun_sound_train
p1911,0m,center,0.07610452586206896,0.060004175,1877.5487144175902,-317.63217,80.20118,20.8843,15.676576,0.7385917,4.7109632,-1.8703412,-1.9281896,-3.944942,-0.818015,-1.9095278,-0.35486972,-1.1192752,gun_sound_train
r1895,0m,center,0.03481950431034483,0.026766127,1285.9452973756684,-402.36707,108.23457,11.949398,17.507881,4.094483,9.993253,2.0429194,5.8345447,3.5030334,5.305175,4.6059303,4.8077054,3.9953291,gun_sound_train
m4,100m,front,0.18679844647988506,0.057888135,2668.8391797670506,-164.514,80.19369,-50.890373,25.937891,-17.172407,12.456588,-1.802929,2.516327,4.616768,5.4646416,-0.31486028,4.2008085,0.6049053,gun_sound_train
m24,100m,front,0.05540027837643678,0.0016316561,1290.0612267835768,-597.8363,141.70912,4.471943,10.994442,2.1725714,-2.4152558,-0.44280726,-7.60543,-4.5296645,-2.471485,-2.2017977,-0.16680568,-1.7165967,gun_sound_train
slr,0m,center,0.07994342672413793,0.049855698,2083.6175879158122,-281.77817,95.760666,-0.24727985,11.053798,1.1526622,10.838696,4.9177356,7.932921,2.3035562,9.510281,1.4900352,6.7580175,2.0155942,gun_sound_train
slr,0m,center,0.08951822916666667,0.042944964,2511.7325013857844,-275.8429,87.03239,3.5009491,17.509005,-4.655347,12.482863,-4.52658,9.171893,-2.507788,4.311215,-0.17689958,5.228865,0.313393,gun_sound_train
m4,600m,left,0.02970096982758621,0.0017874734,795.5862880486926,-600.40186,185.17984,6.613196,29.66491,-3.386668,8.6265545,-2.3750553,3.2868414,-2.794768,2.8140094,-4.018968,1.0156963,-6.254462,gun_sound_train
ak,50m,right,0.14684357040229884,0.033274878,2292.340071660599,-272.9595,95.11463,-51.45223,3.8953886,-3.2004461,16.801182,8.783776,10.353444,-2.0911317,4.4041424,-7.5220156,1.6117207,-3.1650467,gun_sound_train
tomy,0m,center,0.053127244971264365,0.009123119,1182.645880908476,-506.66852,68.86528,35.62945,11.395963,1.0926762,-0.76367444,-3.1862555,-5.4145927,-6.671532,-5.525986,-3.2740865,-1.0823997,-0.6700908,gun_sound_train
k2,0m,center,0.09569190014367816,0.03019069,1984.2502608665138,-431.77084,78.61124,25.594416,6.352956,-3.991523,0.116768375,-4.9221835,-3.9442816,-5.3463645,-3.0587165,-3.0916467,-1.0178866,-1.8183874,gun_sound_train
m24,400m,right,0.0590539691091954,0.00059075514,1246.0795492872546,-624.0767,162.70468,-16.604595,15.376744,-8.540095,9.789532,-4.9626894,-1.706101,-9.191666,0.19155441,-6.1082435,2.0560358,-5.314809,gun_sound_train
slr,0m,center,0.12565104166666666,0.10455211,2619.106558080334,-184.07718,75.10588,12.603747,17.166397,6.2744627,13.087236,2.202692,10.485476,1.8396033,4.8060904,0.9600466,5.335477,-0.34260786,gun_sound_train
ak,100m,right,0.1954303609913793,0.06805945,2870.737927346283,-118.97556,64.748474,-58.63243,14.574073,-16.484135,22.214535,8.760569,11.054234,-6.0674644,3.7592134,-8.103249,-3.627755,-5.31379,gun_sound_train
pump,0m,center,0.06751751077586207,0.03639713,2009.4243510779534,-339.0205,71.561264,10.339409,10.142943,2.6748233,8.016832,2.5715008,7.6293383,3.6071084,4.8016777,3.2305553,6.3285,4.491635,gun_sound_train
m24,600m,left,0.054412491020114945,0.00062944775,1196.3574873198863,-628.01636,162.20387,-9.45505,23.194525,-8.244546,5.957962,-9.411972,-4.2452703,-10.997851,-0.5271214,-6.5341763,2.3633265,-4.3795714,gun_sound_train
m24,600m,right,0.053497665229885055,0.0006138981,1202.5949880720289,-629.0628,161.15866,-9.207645,24.071533,-7.6639776,6.1508784,-9.468587,-4.5497212,-11.725,-0.4342372,-6.590438,2.3821275,-4.1956377,gun_sound_train
m24,600m,front,0.052577227011494254,0.00075506716,1116.8083109941404,-615.6964,171.62012,-9.389794,17.575968,-12.667347,3.9136398,-8.529828,-0.13148387,-6.822326,2.4352052,-5.6433196,2.4705946,-6.328447,gun_sound_train
s12k,0m,center,0.023415050287356323,0.041992523,1383.0679014804555,-403.10507,90.52496,19.876059,16.01136,6.8998528,7.561132,2.6717794,5.7531996,5.5462995,5.0107245,5.323568,6.6153297,5.040397,gun_sound_train
verl,0m,center,0.07435344827586207,0.03356003,1658.5016508771819,-414.76117,86.84346,25.624868,6.4479375,-3.8505292,0.55547655,-4.3352222,-3.7573771,-3.8806324,-1.1914914,-1.0975937,-1.7191635,-2.6430657,gun_sound_train
m4,400m,front,0.055192618534482756,0.000610872,1212.0285150583788,-628.0854,161.32164,-9.609799,23.104687,-8.943996,5.52253,-9.437276,-3.9342806,-11.028655,-0.75532705,-6.640607,2.2858927,-4.5624228,gun_sound_train
m24,100m,left,0.08212104885057471,0.0037815112,1447.9820527164868,-546.2756,154.25923,-19.964859,6.409492,-1.4843423,4.519642,-2.7660077,-4.761451,-0.8001136,1.8662567,0.122016974,-0.85274434,-1.5342109,gun_sound_train
vss,0m,center,0.14101225754310345,0.06410225,2759.332476535352,-297.07782,51.85855,13.196093,10.513021,2.8687387,5.556714,-1.0865792,0.33015427,-0.20333487,0.24992403,-0.72934014,3.071546,1.7256305,gun_sound_train
m4,600m,right,0.054754849137931036,0.0006936648,1189.9695305266769,-616.46246,164.81247,-10.286131,19.941368,-10.204524,5.384337,-8.254138,-2.78379,-9.522836,-0.5432339,-6.6050262,1.3210166,-4.518078,gun_sound_train
ak,400m,front,0.15155239762931033,0.01143496,2173.4268474658525,-329.49646,116.69857,-63.042458,15.920003,-21.767612,10.140372,-8.228169,2.7734938,0.14272808,4.0294824,-3.219419,0.71931154,-5.2190104,gun_sound_train
ak,400m,right,0.14752828663793102,0.018230494,2254.1572067109146,-300.26678,108.18666,-41.71665,12.720876,-8.108499,12.437292,9.561047,4.554698,-1.3735535,1.7447138,-4.880325,-6.926584,-4.805462,gun_sound_train
ak,200m,right,0.12025749820402298,0.02369686,1948.1084505671931,-385.82028,83.75577,-11.499735,4.6924825,-6.76825,7.65771,2.3306518,-0.6836401,-5.8215203,-2.1910255,-6.624873,-4.1921954,-4.6409364,gun_sound_train
m24,100m,back,0.053609913793103446,0.000732959,1116.887887445603,-617.0012,172.01059,-9.362321,17.870577,-12.747026,3.1405258,-8.562137,-0.10394708,-6.059336,5.193092,-2.0649252,3.4445558,-5.858608,gun_sound_train
